Lot,Account From,Account To,Agreement,Entry Type,Entry Date,Roads,Parks,Stormwater,Open Space,Non-Sewer,Sewer Trans.,Sewer Cap.,Sewer,,,,,
"1120 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1120 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1120 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1121 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1124 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1124 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1124 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1124 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1125 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1125 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1128 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1128 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1128 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1129 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1129 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1132 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1132 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1132 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1132 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1133 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1136 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1136 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1136 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1136 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1137 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1137 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1140 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1140 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1140 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1140 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1141 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1141 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1144 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1144 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1144 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1144 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1145 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1145 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1145 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1148 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1148 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1148 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1148 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1149 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1149 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1152 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1152 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1152 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1152 Stonecrop Drive Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1153 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1153 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1156 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1156 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1156 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1157 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1157 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1160 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1160 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1160 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1161 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1161 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1164 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1164 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1165 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1165 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1168 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1168 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1169 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1169 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1172 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1172 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1173 Deerhaven Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1173 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1176 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1177 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1180 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1184 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1185 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1187 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1188 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1189 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1192 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1193 Oatlands Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1200 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1201 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1201 Providence Place Parkway Lexington, KY","Providence Business Center, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1204 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1204 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1204 Moon Rise Way Lexington, KY","North Forty Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1204 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1205 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1205 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1208 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1208 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1208 Moon Rise Way Lexington, KY","North Forty Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1208 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1209 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1209 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1209 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1212 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1212 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1212 Moon Rise Way Lexington, KY","North Forty Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1212 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1213 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1213 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1213 Moon Rise Way Lexington, KY","North Forty Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1213 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1216 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1216 Brick House Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1216 Moon Rise Way Lexington, KY","North Forty Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1216 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1217 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1217 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1217 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1220 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1220 Moon Rise Way Lexington, KY","North Forty Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1220 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1220 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1221 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1221 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1221 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1224 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1224 Moon Rise Way Lexington, KY","North Forty Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1224 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1224 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1225 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1225 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1228 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1228 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1228 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1229 Old Silo Lane Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1229 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1232 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1233 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1233 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1236 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1236 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1237 Angus Trail Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"1237 Passage Mound Way Lexington, KY","Deer Haven Properties, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
